MinifigNumber,MinifigName,CharacterName,MinifigCategory,AppearsIn,OwnedInSets,OwnedLoose,Notes,Value new (USD),Value used (USD),
sw0030,Rebel Engineer,Rebel Engineer,Star Wars / Star Wars Episode 4/5/6,7134-1,1,0,,11.75,5.36,
sw0031,Rebel Pilot A-wing - Yellow Head /  Trans-Yellow Visor /  Green Jumpsuit,Rebel Pilot,Star Wars / Star Wars Episode 4/5/6,7134-1,1,0,,11.15,5.17,
sw0036,Imperial Stormtrooper - Yellow Head,Stormtrooper,Star Wars / Star Wars Episode 4/5/6,"10123-1,7139-1,7146-1,7201-1",1,0,,10.61,6.86,
sw0041,Emperor Palpatine - Yellow Head /  Yellow Hands,Palpatine,Star Wars / Star Wars Episode 4/5/6,"3340-1,7166-1,7200-1",1,0,,19.2,8.66,
sw0047,Security Battle Droid - Dark Red Torso with Tan Insignia /  Angled Arms,Battle Droid Security,Star Wars / Star Wars Episode 1,7204-1,1,0,,9.94,3.81,
sw0048,Battle Droid Commander - Tan with Line /  Angled Arms,Battle Droid Commander,Star Wars / Star Wars Episode 1,"3343-1,7204-1",1,0,,21.13,5.64,
sw0050,Ewok /  Brown Hood (Wicket),Wicket W. Warrick,Star Wars / Star Wars Episode 4/5/6,7139-1,1,0,,11.03,7.77,
sw0051,Yoda - Sand Green,Yoda,Star Wars / General,"4502-1,7103-1,7260-1",1,0,,22.74,10.51,
sw0055,Obi-Wan Kenobi (Young with Dark Orange Hair and Headset),Obi-Wan Kenobi,Star Wars / Star Wars Episode 2,7143-1,1,0,,10.87,6.99,
sw0055a,Obi-Wan Kenobi (Young with Dark Orange Hair /  without Headset),Obi-Wan Kenobi,Star Wars / Star Wars Episode 2,7133-1,1,0,,12.98,9.81,
sw0059,Zam Wesell,Zam Wesell,Star Wars / Star Wars Episode 2,7133-1,1,0,,90.31,70.12,
sw0060,Count Dooku,Count Dooku,Star Wars / Star Wars Episode 2,7103-1,1,0,,48.7,19.87,
sw0061,Battle Droid Geonosian,Battle Droid,Star Wars / Star Wars Episode 2,4478-1,2,0,,30.34,22.06,
sw0062,Geonosian - Dark Gray,Geonosian,Star Wars / Star Wars Episode 2,4478-1,1,0,,18.32,9.75,
sw0063,Droideka (Destroyer Droid) - Brown /  Light Gray /  and Dark Gray,Droideka,Star Wars / General,"7163-1,7203-1",2,0,,19.88,9.84,
sw0067,Ewok /  Tan Hood (Paploo),Paploo,Star Wars / Star Wars Episode 4/5/6,7139-1,1,0,,10.2,7.54,
sw0069,Obi-Wan Kenobi (Young with Padawan Braid Pattern),Obi-Wan Kenobi,Star Wars / Star Wars Episode 1,7203-1,1,0,,32.98,9.43,
sw0076,Bib Fortuna - Cape /  Tan Skin,Bib Fortuna,Star Wars / Star Wars Episode 4/5/6,4475-1,1,0,,32.5,18.69,
sw0078,Geonosian with Wings,Geonosian Warrior,Star Wars / Star Wars Episode 2,4478-1,1,0,,26.56,23.29,
sw0096,Security Battle Droid - Dark Red Torso /  Angled Arm and Straight Arm,Battle Droid Security,Star Wars / General,"7662-1,9494-1,9509-1",1,0,,4.37,2.59,
sw0100,Anakin Skywalker (Padawan) - Yellow Head,Anakin Skywalker,Star Wars / Star Wars Episode 2,7133-1,1,0,,15.99,8.77,
sw0108,Hoth Rebel (Yellow Head /  White Visor Goggles),Hoth Rebel Trooper,Star Wars / Star Wars Episode 4/5/6,4500-1,1,0,,5.4,4.67,
sw0118,Clone Trooper V-wing Pilot (Phase 2) - Sand Blue Arms and Legs /  Black Head,Clone Pilot,Star Wars / Star Wars Episode 3,"6205-1,7259-1",3,0,,11.5,5.82,
sw0120,Anakin Skywalker - Black Right Hand,Anakin Skywalker,Star Wars / Star Wars Episode 3,"7256-1,7283-1",1,0,,16.32,7.03,
sw0216a,EV-A4-D without Sticker,EV-A4-D,Star Wars / Star Wars The Clone Wars,8095-1,1,0,,15.01,7.03,
sw0217,Astromech Droid /  R2-D2 /  Light Bluish Gray Head,R2-D2,Star Wars / General,"10188-1,10198-1,10225-1,10240-1,7877-1,8038-1,8092-1,9490-1,9493-1,9494-1",1,0,,4.01,2.03,
sw0226,Nahdar Vebb,Nahdar Vebb,Star Wars / Star Wars The Clone Wars,8095-1,1,0,,11.7,7.73,
sw0254,General Grievous - Bent Legs /  Tan Armor,General Grievous,Star Wars / Star Wars The Clone Wars,"8095-1,9515-1",1,0,,32.94,24.69,
sw0361,Anakin Skywalker (Sith Face),Darth Vader,Star Wars / Star Wars Episode 3,9494-1,1,0,,38.71,17.04,
sw0362,Obi-Wan Kenobi (Dark Tan Legs),Obi-Wan Kenobi,Star Wars / Star Wars Episode 3,9494-1,1,0,,9.95,5.31,
sw0363,Nute Gunray - Orange Robe,Nute Gunray,Star Wars / Star Wars Episode 3,9494-1,1,0,,22.69,13.27,
sw0515,General Grievous - Bent Legs /  White Armor,General Grievous,Star Wars / General,"75040-1,75199-1,75286-1",1,0,,29.49,21.76,
sw0521,Royal Guard with Dark Red Arms and Hands,Royal Guard,Star Wars / Star Wars Episode 4/5/6,"75034-1,75093-1",2,0,,6.75,4.53,
sw0526,Anakin Skywalker (Dark Brown Legs /  Headset),Anakin Skywalker,Star Wars / Star Wars Episode 3,75038-1,1,0,,26.15,9.09,
sw0527,Astromech Droid /  R2-D2 /  Flat Silver Head /  Red Dots and Small Receptor,R2-D2,Star Wars / General,"75038-1,75059-1,75092-1,75096-1,SDCC2015-2",1,0,,4.91,2.5,
sw0527a,Astromech Droid /  R2-D2 /  Flat Silver Head /  Lavender Dots and Small Receptor,R2-D2,Star Wars / General,"4002019-1,75136-1,75159-1,75168-1,75214-1,75218-1,75221-1,75222-1,75228-1,75235-1,75244-1,75257-1,75522-1,912057-1",1,0,,3.58,2.19,
sw0532,Chewbacca - Medium Nougat Fur,Chewbacca,Star Wars / General,"40658-1,75042-1,75094-1,75105-1,75159-1,75174-1,75180-1,75192-1,75193-1,75222-1,75234-1,75245-1,75257-1,75290-1,75339-1,75365-1,75371-1,912404-1",1,0,,4.33,3.29,26
sw0535,Obi-Wan Kenobi (Dark Tan Printed Legs),Obi-Wan Kenobi,Star Wars / Star Wars Episode 3,75040-1,1,0,,12.83,6.51,
sw0552,Obi-Wan Kenobi (Dark Brown Hooded Coat),Obi-Wan Kenobi,Star Wars / Star Wars Episode 4/5/6,"75052-1,75159-1,75173-1,75221-1",1,0,,10.29,7.3,
sw0585,Imperial Stormtrooper - Printed Legs /  Dark Blue Helmet Vents,Stormtrooper,Star Wars / General,"75055-1,75060-1,75097-1,75146-1,75159-1,75165-1,75172-1,75186-1,75222-1",2,0,,8.82,6.08,
sw0620,Tusken Raider - Head Spikes /  Crossed Belts,Tusken Raider,Star Wars / Star Wars Episode 4/5/6,"75081-1,75173-1,75198-1",1,0,,6.03,3.91,
sw0634,Emperor Palpatine,Palpatine,Star Wars / Star Wars Episode 4/5/6,75093-1,1,0,,13.37,8.36,
sw0635,Luke Skywalker - Jedi Master /  Dark Tan Smooth Hair,Luke Skywalker,Star Wars / Star Wars Episode 4/5/6,"75093-1,75146-1,75159-1,75291-1,75302-1",1,0,,6.71,3.9,
sw0636,Darth Vader (Type 2 Helmet),Darth Vader,Star Wars / Star Wars Episode 4/5/6,75093-1,1,0,,16.97,13.78,
sw0655,Unkar's Thug,Unkar's Thug,Star Wars / Star Wars Episode 7,"75099-1,75184-1",1,0,,3.23,2.23,
sw0657,First Order Snowtrooper with Kama,First Order Snowtrooper,Star Wars / General,"75100-1,75202-1",2,0,,5.73,3.87,
sw0661,BB-8 (Small Photoreceptor),BB-8,Star Wars / General,"75102-1,75105-1,75148-1,75149-1,75176-1,75178-1,75187-1,75192-1,75201-1",1,0,,3.94,2.86,
sw0666,First Order Flametrooper,First Order Flametrooper,Star Wars / Star Wars Episode 7,"75103-1,75149-1,75166-1,75177-1",1,0,,5.62,3.98,
sw0667,First Order Stormtrooper (Rounded Mouth Pattern),First Order Stormtrooper,Star Wars / General,"75103-1,75132-1,75139-1,75166-1,75179-1,75184-1,75189-1,75190-1",3,0,,4.79,3.09,
sw0671,First Order Crew Member (Fleet Engineer / Gunner) - Light Nougat Head,First Order Crew Member,Star Wars / General,"75101-1,75104-1,75132-1,75177-1,75197-1",1,0,,3.32,2.24,
sw0673,Kanjiklub Gang Member (Crokind Shand),Crokind Shand,Star Wars / Star Wars Episode 7,75105-1,1,0,,5.93,4.21,
sw0674,Tasu Leech,Tasu Leech,Star Wars / Star Wars Episode 7,75105-1,1,0,,7.29,5.19,
sw0675,Han Solo /  Old (Lopsided Grin),Han Solo,Star Wars / Star Wars Episode 7,75105-1,1,0,,10.75,6.76,
sw0676,Finn - Medium Nougat Jacket /  Black Legs,Finn,Star Wars / Star Wars Episode 7,"75105-1,75139-1,75178-1,75192-1,911834-1",1,0,,3.85,2.42,
sw0677,Rey - Dark Tan Tied Robe,Rey,Star Wars / Star Wars Episode 7,"75099-1,75105-1,75148-1,75178-1,75192-1,75236-1",2,0,,4.91,2.91,
sw0694,First Order Crew Member - Cap with Insignia,First Order Crew Member,Star Wars / Star Wars Episode 7,75132-1,1,0,,3.37,2.52,
sw0695,First Order Heavy Assault Stormtrooper (Rounded Mouth Pattern),First Order Stormtrooper,Star Wars / Star Wars Episode 7,75132-1,1,0,,5.22,3.5,
sw0700,C-3PO - Colorful Wires /  Printed Legs,C-3PO,Star Wars / Star Wars Episode 4/5/6,"75136-1,75159-1,75173-1,75192-1,75222-1,75228-1,75244-1,75247-1,75257-1,75271-1,75290-1",2,0,,5.11,3.44,
sw0704,Obi-Wan Kenobi (Headset),Obi-Wan Kenobi,Star Wars / Star Wars Episode 3,75135-1,1,0,,14.14,6.09,
sw0706,Astromech Droid /  R4-P17 - Silver Band Around Dome /  Black Outline Rectangles,R4-P17,Star Wars / General,"75135-1,75191-1",1,0,,9.11,5.66,
sw0711,Boba Fett - Pauldron Cloth with Dark Orange Stripe Pattern,Boba Fett,Star Wars / Star Wars Episode 4/5/6,"75137-1,75243-1",1,0,,19.64,13.89,
sw0778,Luke Skywalker (Tatooine /  White Legs /  Stern / Smile Face Print),Luke Skywalker,Star Wars / Star Wars Episode 4/5/6,"75159-1,75173-1,75220-1,75270-1,75279-1,75290-1,75341-1,911943-1",1,0,,5.31,3.22,
sw0780,Bistan,Bistan,Star Wars / Star Wars Rogue One,75155-1,1,0,,14.15,9.28,
sw0790,Cassian Andor (Dark Blue Coat),Cassian Andor,Star Wars / Star Wars Rogue One,75155-1,1,0,,22.48,14.3,
sw0791,Jyn Erso,Jyn Erso,Star Wars / Star Wars Rogue One,75155-1,1,0,,44.91,34.72,
sw0792,Rebel Trooper (Corporal Eskro Casrich),Rebel Trooper,Star Wars / Star Wars Rogue One,75155-1,1,0,,12.46,8.87,
sw0793,Rebel Pilot U-wing / Y-wing,U-wing Pilot,Star Wars / Star Wars Rogue One,"75155-1,75172-1",1,0,,9,6.19,
sw0807,Imperial Death Trooper,Imperial Death Trooper,Star Wars / Star Wars Rogue One,"75165-1,75213-1",2,0,,14.06,10.2,
sw0808,Darth Maul - Horns /  Printed Legs /  Open Mouth,Darth Maul,Star Wars / Star Wars Episode 1,"75169-1,75224-1",1,0,,11.93,7.53,
sw0810,Qui-Gon Jinn /  without Cape,Qui-Gon Jinn,Star Wars / Star Wars Episode 1,75169-1,1,0,,19.15,12.63,
sw0812,Obi-Wan Kenobi (Young /  Printed Legs /  without Cape),Obi-Wan Kenobi,Star Wars / Star Wars Episode 1,75169-1,1,0,,8.53,5.09,
sw0819,Rebel Pilot A-wing (Jake Farrell),A-wing Pilot,Star Wars / Star Wars Episode 4/5/6,"75175-1,75247-1",1,0,,10.89,8.24,
sw0830,4-LOM,4-LOM,Star Wars / Star Wars Episode 4/5/6,"75167-1,75243-1",1,0,,7.2,5.41,
sw0832,First Order Officer (Colonel Erich S. Datoo),First Order Officer,Star Wars / Star Wars Episode 7,75166-1,1,0,,4.41,2.91,
sw0884,Resistance Pilot A-wing (Tallissan 'Tallie' Lintra),Tallissan Lintra,Star Wars / Star Wars Episode 8,75196-1,1,0,,14.59,10.72,
sw0885,Kylo Ren without Cape,Kylo Ren,Star Wars / Star Wars Episode 8,"75196-1,75216-1",1,0,,9.28,6.56,
sw0887,Luke Skywalker /  Old,Luke Skywalker,Star Wars / Star Wars Episode 8,75200-1,1,0,,23.44,17.33,
sw0888,Rey - Dark Tan Jacket,Rey,Star Wars / Star Wars Episode 8,75200-1,1,0,,5.7,4.4,
sw0890,Captain Poe Dameron (Headset),Poe Dameron,Star Wars / Star Wars Episode 8,75202-1,1,0,,10.27,9.08,
sw0891,Admiral Ematt,General Ematt,Star Wars / Star Wars Episode 8,75202-1,1,0,,21.87,18.24,
sw0892,Resistance Trooper - Dark Tan Hoodie Jacket /  Ammo Pouch /  Stubble /  Helmet with Chin Guard,Resistance Trooper,Star Wars / Star Wars Episode 8,75202-1,1,0,,16.01,13.76,
sw0915,Han Solo /  White Jacket /  Black Legs with Dirt Stains,Han Solo,Star Wars / Star Wars Solo,75209-1,1,0,,8.89,7.59,
sw0916,Qi'ra - Jacket with Collar,Qi'ra,Star Wars / Star Wars Solo,75209-1,1,0,,6.62,8.35,
sw0943,Astromech Droid /  R2-Q2 (Large Red Dots),R2-Q2,Star Wars / Star Wars Episode 4/5/6,75218-1,1,0,,12,7.46,
sw0944,Biggs Darklighter - Dual Molded Helmet,Biggs Darklighter,Star Wars / Star Wars Episode 4/5/6,75218-1,1,0,,20.95,15.86,
sw0952,Luke Skywalker - Pilot /  Dual Molded Helmet,Luke Skywalker,Star Wars / Star Wars Episode 4/5/6,75218-1,1,0,,29.38,19.67,
sw0971,Luke Skywalker (Cloud City /  Dark Tan Shirt),Luke Skywalker,Star Wars / Star Wars Episode 4/5/6,"75222-1,75294-1,912065-1",1,0,,8.79,7.49,
sw1001,Anakin Skywalker - Short Legs /  Reddish Brown Aviator Cap,Anakin Skywalker,Star Wars / Star Wars Episode 1,"75223-1,75258-1",1,0,,5.16,3.86,
sw1020,Zuckuss,Zuckuss,Star Wars / Star Wars Episode 4/5/6,75243-1,1,0,,48.61,44.32,
sw1021,Han Solo /  Dark Brown Legs with Holster Pattern /  Dark Blue Jacket /  Wavy Hair /  Smile / Frown,Han Solo,Star Wars / Star Wars Episode 4/5/6,75243-1,1,0,,6.79,7.05,
sw1022,Princess Leia (20th Anniversary Torso),Princess Leia,Star Wars / Star Wars Episode 4/5/6,75243-1,1,0,,22.96,18.44,
sw1023,Padme Naberrie (Amidala) /  Medium Legs,Padm Amidala,Star Wars / Star Wars Episode 1,75258-1,1,0,,11.68,9.11,
sw1024,Luke Skywalker (Pilot /  20th Anniversary Torso),Luke Skywalker,Star Wars / Star Wars Episode 4/5/6,75258-1,1,0,,9.57,6.67,
sw1034,BB-8 (Large Photoreceptor),BB-8,Star Wars / General,"40658-1,75242-1,75250-1,75297-1,912173-1",1,0,,3.36,2.92,
sw1049,Poe Dameron (White Shirt),Poe Dameron,Star Wars / Star Wars Episode 9,75249-1,1,0,,8.8,6.27,
sw1050,Zorii Bliss,Zorii Bliss,Star Wars / Star Wars Episode 9,"75249-1,75263-1",1,0,,5.54,4.35,
sw1051,D-O,D-O,Star Wars / Star Wars Episode 9,"75249-1,75257-1,75278-1",1,0,,3.6,2.79,
sw1052,Astromech Droid /  K3-R1,Astromech Droid,Star Wars / Star Wars Episode 9,75249-1,1,0,,10.68,9.59,
sw1053,First Order Snowtrooper with Cape,First Order Snowtrooper,Star Wars / Star Wars Episode 9,75249-1,1,0,,7.1,5.54,
sw1054,Rey - White Tied Robe,Rey,Star Wars / Star Wars Episode 9,"75250-1,75279-1,75284-1,912173-1",1,0,,4.89,4.02,
sw1055,First Order Jet Trooper,First Order Jet Trooper,Star Wars / Star Wars Episode 9,75250-1,1,0,,10.09,8.28,
sw1056,First Order Treadspeeder Driver,First Order Treadspeeder Driver,Star Wars / Star Wars Episode 9,75250-1,1,0,,6.43,5.38,
sw1057,The Mandalorian / Din Djarin / 'Mando' - Brown Durasteel Armor,Din Djarin,Star Wars / Star Wars The Mandalorian,"75254-1,75292-1",1,0,,9.57,6.76,
sw1074,Tusken Raider - Head Spikes /  Diagonal Belt,Tusken Raider,Star Wars / Star Wars Episode 4/5/6,"75265-1,75270-1,75299-1,75307-1,912283-1",1,0,,4.07,3.07,
sw1077,Mandalorian Tribe Warrior - Female /  Black Cape /  Light Bluish Gray Helmet with Antenna / Rangefinder,Mandalorian Warrior,Star Wars / Star Wars The Mandalorian,75267-1,1,0,,4.75,3.68,
sw1078,Mandalorian Tribe Warrior - Female /  Dark Brown Cape /  Green Helmet with Antenna / Rangefinder,Mandalorian Warrior,Star Wars / Star Wars The Mandalorian,"75267-1,912168-1",1,0,,4.65,3.59,
sw1079,Mandalorian Tribe Warrior - Male /  Dark Brown Cape /  Dark Orange Helmet,Mandalorian Warrior,Star Wars / Star Wars The Mandalorian,75267-1,1,0,,4.74,3.65,
sw1080,Mandalorian Tribe Warrior - Male /  Olive Green Cape /  Dark Azure Helmet,Mandalorian Warrior,Star Wars / Star Wars The Mandalorian,75267-1,1,0,,4.65,3.67,
sw1112,Darth Vader - Printed Arms /  Traditional Starched Fabric Cape,Darth Vader,Star Wars / Star Wars Episode 4/5/6,"75294-1,75296-1",1,0,,17.18,14.85,
sw1113,Din Grogu / The Child / 'Baby Yoda',Grogu,Star Wars / Star Wars The Mandalorian,"75292-1,75299-1,75315-1,75318-1,75325-1,75331-1,75361-1,75363-1",3,0,,4.64,3.9,
sw1114,Greef Karga,Greef Karga,Star Wars / Star Wars The Mandalorian,75292-1,1,0,,7.04,5.44,
sw1115,IG-11,IG-11,Star Wars / Star Wars The Mandalorian,"75292-1,75307-1",1,0,,4.41,3.89,
sw1116,Imperial Scout Trooper - Male /  Dual Molded Helmet /  Light Nougat Head /  Cheek Lines,Scout Trooper,Star Wars / Star Wars The Mandalorian,"75292-1,75307-1,912307-1",1,0,,7.4,7.39,
sw1135,The Mandalorian / Din Djarin / 'Mando' - Silver Beskar Armor /  Cape,Din Djarin,Star Wars / Star Wars The Mandalorian,"75299-1,75312-1,75315-1",1,0,,6.43,4.68,
sw1136,NI-L8 Protocol Droid,NI-L8,Star Wars / Star Wars Episode 4/5/6,75300-1,1,0,,5.36,4.28,
sw1137,Imperial Stormtrooper - Male /  Dual Molded Helmet with Light Bluish Gray Panels on Back /  Light Nougat Head /  Frown,Stormtrooper,Star Wars / Star Wars Episode 4/5/6,"75300-1,75307-1",1,0,,6.58,5.24,
sw1138,Imperial TIE Fighter Pilot - Light Nougat Head /  Frown,TIE Fighter Pilot,Star Wars / Star Wars Episode 4/5/6,75300-1,1,0,,4.77,3.42,
sw1230,Luthen Rael,Luthen Rael,Star Wars / Star Wars Andor,75338-1,1,0,,15.64,15.64,
sw1231,Cassian Andor (Medium Tan Head),Cassian Andor,Star Wars / Star Wars Andor,75338-1,1,0,,14.55,14.87,
sw1232,Pre-Mor Security Deputy Inspector Syril Karn,Syril Karn,Star Wars / Star Wars Andor,75338-1,1,0,,13.63,13.88,
sw1246,Clone Trooper Officer /  501st Legion (Phase 2) - White Arms /  Blue Rangefinder /  Nougat Head /  Helmet with Holes,Clone Trooper Officer,Star Wars / Star Wars The Clone Wars,75345-1,1,0,,3.73,3.36,
sw1247,Clone Heavy Trooper /  501st Legion (Phase 2) - White Arms /  Blue Visor /  Backpack /  Nougat Head /  Helmet with Holes,Clone Heavy Trooper,Star Wars / Star Wars The Clone Wars,75345-1,2,0,,3.62,3.54,
sw1248,Clone Trooper Specialist /  501st Legion (Phase 2) - Blue Arms /  Macrobinoculars /  Nougat Head /  Helmet with Holes,Clone Trooper Specialist,Star Wars / Star Wars The Clone Wars,75345-1,1,0,,3.8,3.56,
sw1258,The Mandalorian / Din Djarin / 'Mando' - Silver Beskar Armor /  Jet Pack /  Helmet with Top Lines,Din Djarin,Star Wars / Star Wars The Mandalorian,"75348-1,75361-1,75363-1",1,0,,7.31,7.24,
sw1264,Princess Leia - Olive Green Endor Outfit /  Helmet,Princess Leia,Star Wars / Star Wars Episode 4/5/6,75353-1,1,0,,10.34,12.81,
sw1265,Imperial Scout Trooper - Male /  Dual Molded Helmet /  Light Nougat Head /  Dark Brown Eyebrows /  Frown,Scout Trooper,Star Wars / Star Wars Episode 4/5/6,75353-1,1,0,,5.23,5.89,
sw1266,Luke Skywalker - Dark Tan Endor Outfit /  Helmet,Luke Skywalker,Star Wars / Star Wars Episode 4/5/6,75353-1,1,0,,10.81,10.82,
sw1276,Clone Trooper /  501st Legion /  332nd Company (Phase 2) - Helmet with Holes and Togruta Markings /  Blue Jet Pack,Clone Trooper,Star Wars / Star Wars The Clone Wars,75359-1,2,0,,3.95,3.78,
sw1277,Clone Captain Vaughn /  501st Legion /  332nd Company (Phase 2) - Helmet with Holes and Togruta Markings /  Orange Visor,Captain Vaughn,Star Wars / Star Wars The Clone Wars,75359-1,1,0,,4.03,3.56,
sw1278,Clone Trooper /  501st Legion /  332nd Company (Phase 2) - Helmet with Holes and Togruta Markings,Clone Trooper,Star Wars / Star Wars The Clone Wars,75359-1,1,0,,3.9,3.91,
sw1287,Bo-Katan Kryze - Printed Arms /  Dark Orange Hair,Bo-Katan Kryze,Star Wars / Star Wars The Mandalorian,75361-1,1,0,,23.15,20.35,
sw1299,Professor Huyang,Professor Huyang,Star Wars / Star Wars Ahsoka,75362-1,1,0,,8.73,10.53,
sw1300,Ahsoka Tano (Adult) - Printed Arms,Ahsoka Tano,Star Wars / Star Wars Ahsoka,75362-1,1,0,,13.08,14.44,
sw1301,Marrok /  Inquisitor,Marrok,Star Wars / Star Wars Ahsoka,75362-1,1,0,,12.05,12.65,
sw1302,Sabine Wren - Dark Brown Armor,Sabine Wren,Star Wars / Star Wars Ahsoka,75362-1,1,0,,12.03,12.99,
sw1305,Clone Shock Trooper /  Coruscant Guard (Phase 2) - Nougat Head,Clone Trooper,Star Wars / Star Wars The Clone Wars,"75354-1,75372-1,912403-1",1,0,,7.74,7.32,
sw1307,Lt. Beyta,Lieutenant Beyta,Star Wars / Star Wars Ahsoka,75357-1,1,0,,18.76,17.6,
sw1308,Astromech Droid /  C1-10P (Chopper) - White Body,C1-10P (Chopper),Star Wars / Star Wars Ahsoka,75357-1,1,0,,22.35,18.97,
sw1309,Jacen Syndulla,Jacen Syndulla,Star Wars / Star Wars Ahsoka,75357-1,1,0,,17.08,18.84,
sw1310,First Officer Hawkins,Lieutenant Vic Hawkins,Star Wars / Star Wars Ahsoka,75357-1,1,0,,15.61,13.9,
sw1311,Hera Syndulla - Dark Brown Arms,Hera Syndulla,Star Wars / Star Wars Ahsoka,75357-1,1,0,,34.01,30.74,
sw1319,Clone Trooper (Phase 2) - Nougat Head,Clone Trooper,Star Wars / Star Wars The Clone Wars,75372-1,3,0,,4.5,3.87,
sw1320,Battle Droid - Tan /  Angled Arms /  Light Bluish Gray Clip on Back,Battle Droid,Star Wars / Star Wars The Clone Wars,75372-1,1,0,,1.5,1.8,
sw1321,Super Battle Droid - Pearl Dark Gray /  Narrow Head /  Chest Light Indent,Super Battle Droid,Star Wars / Star Wars The Clone Wars,75372-1,3,0,,1.95,1.77,
tlm089,Classic Space Droid - Light Bluish Gray and Blue with Trans-Yellow Eye (Benny's Droid),Benny,The LEGO Movie / General,"70816-1,70841-1",1,0,,0.78,0.88,
tlm107,Benny - Smile / Scared,Benny,The LEGO Movie 2 / General,"70821-1,70841-1",1,0,,3.62,2.25,
tlm108,Classic Space - Dark Pink with Air Tanks and Updated Helmet (Lenny),Lenny,The LEGO Movie 2 / General,70841-1,1,0,,10.98,8.17,
tlm109,Classic Space - Yellow with Air Tanks and Updated Helmet (Second Reissue - Kenny),Kenny,The LEGO Movie 2 / General,70841-1,1,0,,5.54,3.82,
tlm110,Classic Space - White with Air Tanks and Updated Helmet (Third Reissue - Jenny),Jenny,The LEGO Movie 2 / General,"10497-1,70841-1",1,0,,4,3.07,
toy001,Green Army Man - Plain,Green Army Man,Toy Story / General,"30071-1,7595-1",3,0,,5.63,3.9,
toy002,Green Army Man - Medic with Backpack,Green Army Man,Toy Story / General,7595-1,1,0,,7.62,4.8,
uagt003,Agent Max Burns,Agent Max Burns,Ultra Agents / General,70160-1,1,0,,6.4,2.36,
uagt004,Adam Acid,Adam Acid,Ultra Agents / General,70160-1,1,0,,4.34,2.1,
vik002,Viking Warrior 3d,-,Vikings / General,7016-1,1,0,,19.98,6.82,
vik003,Viking Warrior 4c,-,Vikings / General,"7016-1,7017-1",1,0,,11.21,6.41,
vik005,Viking Warrior 5a /  Viking King - Black Cape,-,Vikings / General,7018-1,1,0,,12.97,11.73,
vik006,Viking Warrior 6b - Dark Red Hips and Black Legs,-,Vikings / General,"7018-1,7019-1",1,0,,8.6,7.92,
vik007,Viking Warrior 3c,-,Vikings / General,7018-1,1,0,,9.65,6.01,
vik008,Viking Warrior 4d,-,Vikings / General,7018-1,1,0,,9.47,6.06,
vik009,Viking Warrior 2e,-,Vikings / General,7018-1,1,0,,10.89,5.66,
vik010,Viking Warrior 4b,-,Vikings / General,7018-1,1,0,,10.39,7.2,
wc005,Police - World City Patrolman /  Dark Blue Shirt with Badge and Radio /  Black Legs /  Black Cap /  Smile,-,Town / World City / Police,"4850-1,7030-1",2,0,,3.09,1.71,
wtr001,Town Vest Formal - Waiter with Moustache,-,Town / Paradisa,"6314-1,6410-1,6416-1,6418-1,6543-1,6547-1,9293-1",1,0,,3.8,1.76,
wtr005,Town Vest Formal - Waiter with Chef's Hat,-,Town / City,7687-1,1,0,,1.11,1.56,